itemname,price,type,count
Carrier Prime Carapace,49, Blueprint,9
Carrier Prime Carapace,50, Blueprint,21
Carrier Prime Carapace,55, Blueprint,2
Carrier Prime Carapace,59, Blueprint,1
Carrier Prime Carapace,60, Blueprint,1
Carrier Prime Carapace,70, Blueprint,1
Carrier Prime Cerebrum,5, Blueprint,1
Carrier Prime Cerebrum,10, Blueprint,1
Carrier Prime Cerebrum,15, Blueprint,6
Carrier Prime Cerebrum,17, Blueprint,2
Carrier Prime Cerebrum,18, Blueprint,4
Carrier Prime Cerebrum,19, Blueprint,6
Carrier Prime Cerebrum,20, Blueprint,31
Carrier Prime Cerebrum,21, Blueprint,5
Carrier Prime Cerebrum,22, Blueprint,8
Carrier Prime Cerebrum,23, Blueprint,4
Carrier Prime Cerebrum,24, Blueprint,8
Carrier Prime Cerebrum,25, Blueprint,24
Carrier Prime Cerebrum,30, Blueprint,9
Carrier Prime Set,75, Set,1
Carrier Prime Set,80, Set,8
Carrier Prime Set,83, Set,1
Carrier Prime Set,85, Set,9
Carrier Prime Set,86, Set,1
Carrier Prime Set,89, Set,3
Carrier Prime Set,90, Set,40
Carrier Prime Set,92, Set,1
Carrier Prime Set,93, Set,1
Carrier Prime Set,94, Set,4
Carrier Prime Set,95, Set,12
Carrier Prime Set,99, Set,8
Carrier Prime Set,100, Set,15
Carrier Prime Set,110, Set,2
Carrier Prime Set,249, Set,1
Carrier Prime Systems,3, Blueprint,7
Carrier Prime Systems,4, Blueprint,37
Carrier Prime Systems,5, Blueprint,44
Carrier Prime Systems,6, Blueprint,3
Carrier Prime Systems,7, Blueprint,3
Carrier Prime Systems,8, Blueprint,5
Carrier Prime Systems,9, Blueprint,1
Carrier Prime Systems,10, Blueprint,8
Carrier Prime Systems,15, Blueprint,1
Carrier Prime Systems,20, Blueprint,1
Cataclysmic Continuum,12, Mod,1
Cataclysmic Continuum,15, Mod,1
Catalyzer Link,4, Mod,3
Catalyzer Link,5, Mod,9
Catalyzer Link,25, Mod,1
Chaos Sphere,10, Mod,6
Chaos Sphere,11, Mod,4
Chaos Sphere,12, Mod,3
Chaos Sphere,14, Mod,2
Chaos Sphere,15, Mod,1
Charged Chamber,3, Mod,25
Charged Chamber,4, Mod,2
Charged Chamber,5, Mod,5
Charged Chamber,10, Mod,3
Charged Shell,3, Mod,1
Charged Shell,4, Mod,5
Charged Shell,5, Mod,9
Charged Shell,15, Mod,1
Charged Shell,20, Mod,1
Chilling Globe,9, Mod,8
Chilling Globe,10, Mod,16
Chilling Globe,14, Mod,1
Chilling Globe,15, Mod,1
Chilling Grasp,3, Mod,3
Chilling Grasp,4, Mod,6
Chilling Grasp,15, Mod,1
Chlora Saryn Helmet,1, Arcane Helmet,130
Chlora Saryn Helmet,50, Arcane Helmet,1
Chlora Saryn Helmet,75, Arcane Helmet,1
Chlora Saryn Helmet,80, Arcane Helmet,2
Chlora Saryn Helmet,90, Arcane Helmet,3
Chlora Saryn Helmet,100, Arcane Helmet,3
Chlora Saryn Helmet,120, Arcane Helmet,1
Chlora Saryn Helmet,140, Arcane Helmet,1
Chlora Saryn Helmet,150, Arcane Helmet,1
Chlora Saryn Helmet,200, Arcane Helmet,1
Chorus Banshee Helmet,50, Arcane Helmet,1
Chorus Banshee Helmet,60, Arcane Helmet,1
Chorus Banshee Helmet,80, Arcane Helmet,1
Chorus Banshee Helmet,100, Arcane Helmet,2
Chorus Banshee Helmet,104, Arcane Helmet,1
Chorus Banshee Helmet,130, Arcane Helmet,1
Chorus Banshee Helmet,140, Arcane Helmet,1
Chorus Banshee Helmet,150, Arcane Helmet,1
Chorus Banshee Helmet,175, Arcane Helmet,1
Chorus Banshee Helmet,190, Arcane Helmet,1
Chorus Banshee Helmet,200, Arcane Helmet,4
Chorus Banshee Helmet,230, Arcane Helmet,1
Chorus Banshee Helmet,250, Arcane Helmet,3
Clashing Forest,1, Mod,2
Clashing Forest,2, Mod,1
Clashing Forest,3, Mod,20
Cleanse Corpus,4, Mod,1
Cleanse Grineer,4, Mod,3
Cleanse Grineer,5, Mod,3
Cleanse Infested,1, Mod,1
Cleanse Infested,3, Mod,16
Cleanse Infested,4, Mod,18
Cleaving Whirlwind,4, Mod,1
Cleaving Whirlwind,5, Mod,31
Cleaving Whirlwind,6, Mod,3
Cleaving Whirlwind,7, Mod,15
Cleaving Whirlwind,8, Mod,10
Cleaving Whirlwind,9, Mod,2
Cleaving Whirlwind,10, Mod,21
Coaction Drift,5, Mod,4
Coaction Drift,8, Mod,1
Coaction Drift,9, Mod,22
Coaction Drift,10, Mod,45
Coaction Drift,11, Mod,2
Coaction Drift,12, Mod,2
Coaction Drift,13, Mod,2
Coaction Drift,15, Mod,1
Coaction Drift,20, Mod,4
Coil Mag Helmet,74, Arcane Helmet,1
Coil Mag Helmet,100, Arcane Helmet,2
Coil Mag Helmet,120, Arcane Helmet,1
Coil Mag Helmet,200, Arcane Helmet,3
Coil Mag Helmet,225, Arcane Helmet,2
Coil Mag Helmet,250, Arcane Helmet,4
Coil Mag Helmet,270, Arcane Helmet,3
Coil Mag Helmet,275, Arcane Helmet,1
Coil Mag Helmet,289, Arcane Helmet,1
Coil Mag Helmet,300, Arcane Helmet,3
Coil Mag Helmet,310, Arcane Helmet,1
Coil Mag Helmet,350, Arcane Helmet,1
Coiling Viper,1, Mod,4
Coiling Viper,2, Mod,6
Coiling Viper,4, Mod,1
Coiling Viper,5, Mod,12
Coiling Viper,10, Mod,1
Collision Force,90, Mod,2
Collision Force,100, Mod,1
Collision Force,140, Mod,2
Collision Force,145, Mod,2
Collision Force,150, Mod,8
Collision Force,155, Mod,2
Collision Force,160, Mod,4
Collision Force,165, Mod,1
Collision Force,169, Mod,1
Collision Force,170, Mod,1
Collision Force,175, Mod,1
Collision Force,180, Mod,1
Collision Force,195, Mod,1
Collision Force,200, Mod,2
Collision Force,219, Mod,1
Collision Force,250, Mod,1
Collision Force,350, Mod,1
Combustion Beam,1, Mod,1
Combustion Beam,2, Mod,3
Combustion Beam,3, Mod,12
Combustion Beam,4, Mod,16
Combustion Beam,5, Mod,15
Combustion Rounds,4, Mod,1
Combustion Rounds,5, Mod,1
Combustion Rounds,6, Mod,1
Combustion Rounds,10, Mod,1
Comet Rounds,8, Mod,1000
Concealed Explosives,15, Mod,2
Concealed Explosives,16, Mod,1
Concealed Explosives,18, Mod,3
Concealed Explosives,19, Mod,4
Concealed Explosives,20, Mod,22
Concealed Explosives,22, Mod,1
Concealed Explosives,23, Mod,1
Concealed Explosives,25, Mod,36
Concealed Explosives,28, Mod,1
Concealed Explosives,30, Mod,2
Concealed Explosives,35, Mod,1
Concealed Explosives,45, Mod,3
Concealed Explosives,49, Mod,1
Concussion Rounds,2, Mod,1
Concussion Rounds,3, Mod,10
Constitution,3, Mod,1
Constitution,5, Mod,8
Constitution,6, Mod,3
Constitution,7, Mod,7
Constitution,8, Mod,34
Constitution,9, Mod,31
Constitution,10, Mod,35
Constitution,13, Mod,1
Constitution,14, Mod,1
Constitution,15, Mod,8
Constitution,50, Mod,1
Contagion Cloud,10, Mod,44
Contagion Cloud,12, Mod,2
Contagion Cloud,13, Mod,2
Contagion Cloud,14, Mod,1
Contagion Cloud,15, Mod,2
Contagion Cloud,20, Mod,82
Contagion Cloud,30, Mod,1
Contagious Spread,3, Mod,1
Contagious Spread,4, Mod,9
Contagious Spread,5, Mod,4
Contagious Spread,8, Mod,1
Contagious Spread,15, Mod,1
Contagious Spread,20, Mod,1
Continuity,4, Mod,15
Continuity,5, Mod,78
Continuity,6, Mod,1
Continuity,7, Mod,7
Continuity,8, Mod,2
Continuity,9, Mod,1
Continuity,10, Mod,6
Continuity,15, Mod,2
Continuity,20, Mod,2
Continuity,25, Mod,2
Continuity,40, Mod,1
Continuity,50, Mod,1
Continuous Misery,25, Mod,2
Continuous Misery,40, Mod,1
Continuous Misery,44, Mod,1
Convulsion,15, Mod,1
Convulsion,20, Mod,1
Coolant Leak,3, Mod,2
Coolant Leak,5, Mod,12
Coolant Leak,7, Mod,1
Coolant Leak,8, Mod,4
Coolant Leak,10, Mod,3
Corrosive Projection,5, Mod,1
Corrosive Projection,10, Mod,5
Corrosive Projection,14, Mod,2
Corrosive Projection,15, Mod,27
Corrosive Projection,17, Mod,3
Corrosive Projection,18, Mod,5
Corrosive Projection,19, Mod,10
Corrosive Projection,20, Mod,34
Corrosive Projection,22, Mod,1
Corrosive Projection,24, Mod,2
Corrosive Projection,25, Mod,16
Corrosive Projection,30, Mod,3
Corrosive Projection,35, Mod,2
Corrosive Projection,40, Mod,2
Corrosive Projection,75, Mod,1
Corrupt Charge,2, Mod,4
Corrupt Charge,3, Mod,5
Corrupt Charge,4, Mod,2
Corrupt Charge,5, Mod,5
Corrupt Charge,10, Mod,1
Counterweight,8, Mod,1000
Covert Lethality,4, Mod,1
Covert Lethality,5, Mod,10
Covert Lethality,6, Mod,8
Covert Lethality,7, Mod,9
Covert Lethality,8, Mod,62
Covert Lethality,9, Mod,28
Covert Lethality,10, Mod,53
Covert Lethality,15, Mod,1
Crash Course,35, Mod,2
Crash Course,80, Mod,1
Crash Course,90, Mod,1
Crash Course,95, Mod,1
Crash Course,100, Mod,1
Crash Course,130, Mod,1
Crash Course,135, Mod,1
Crash Course,137, Mod,1
Crash Course,140, Mod,6
Crash Course,145, Mod,4
Crash Course,149, Mod,1
Crash Course,150, Mod,9
Crash Course,155, Mod,2
Crash Course,160, Mod,2
Crash Course,165, Mod,3
Crash Course,175, Mod,3
Crash Course,180, Mod,2
Crash Course,185, Mod,2
Crash Course,200, Mod,2
Crash Course,215, Mod,1
Crash Course,250, Mod,2
Crash Course,300, Mod,1
Crash Course,330, Mod,1
Crash Course,350, Mod,1
Crash Shot,8, Mod,1000
Creeping Bullseye,2, Mod,1
Creeping Bullseye,3, Mod,4
Creeping Bullseye,4, Mod,7
Creeping Bullseye,5, Mod,7
Creeping Bullseye,10, Mod,2
Creeping Bullseye,15, Mod,1
Crimson Dervish,25, Mod,1
Crimson Dervish,35, Mod,1
Crimson Dervish,39, Mod,1
Crimson Dervish,40, Mod,8
Crimson Dervish,45, Mod,9
Crimson Dervish,47, Mod,1
Crimson Dervish,49, Mod,10
Crimson Dervish,50, Mod,21
Crimson Dervish,54, Mod,1
Crimson Dervish,55, Mod,2
Crimson Dervish,60, Mod,11
Crimson Dervish,64, Mod,1
Crimson Dervish,65, Mod,3
Crimson Dervish,68, Mod,1
Crimson Dervish,69, Mod,1
Crimson Dervish,70, Mod,10
Crimson Dervish,74, Mod,1
Crimson Dervish,75, Mod,2
Crimson Dervish,80, Mod,6
Crimson Dervish,85, Mod,5
Crimson Dervish,88, Mod,1
Crimson Dervish,89, Mod,1
Crimson Dervish,90, Mod,12
Crimson Dervish,95, Mod,7
Crimson Dervish,100, Mod,9
Crimson Dervish,105, Mod,2
Crimson Dervish,110, Mod,1
Crimson Dervish,115, Mod,2
Crimson Dervish,120, Mod,1
Crimson Dervish,135, Mod,1
Crimson Dervish,150, Mod,1
Crimson Dervish,250, Mod,1
Critical Deceleration,2, Mod,1
Critical Deceleration,3, Mod,4
Critical Deceleration,4, Mod,1
Critical Deceleration,5, Mod,6
Critical Delay,3, Mod,8
Critical Delay,4, Mod,9
Critical Delay,5, Mod,13
Critical Delay,6, Mod,2
Critical Delay,7, Mod,1
Critical Delay,8, Mod,1
Critical Delay,12, Mod,1
Critical Delay,15, Mod,2
Critical Delay,35, Mod,1
Crossing Snakes,1, Mod,4
Crossing Snakes,2, Mod,10
Crossing Snakes,3, Mod,17
Crossing Snakes,5, Mod,3
Crossing Snakes,7, Mod,2
Crossing Snakes,9, Mod,1
Crossing Snakes,10, Mod,1
Crushing Ruin,10, Mod,1
Crushing Ruin,15, Mod,2
Crushing Ruin,20, Mod,5
Crushing Ruin,25, Mod,8
Crushing Ruin,28, Mod,2
Crushing Ruin,29, Mod,4
Crushing Ruin,30, Mod,23
Crushing Ruin,31, Mod,1
Crushing Ruin,32, Mod,2
Crushing Ruin,34, Mod,1
Crushing Ruin,35, Mod,15
Crushing Ruin,38, Mod,1
Crushing Ruin,39, Mod,5
Crushing Ruin,40, Mod,19
Crushing Ruin,50, Mod,1
Crushing Ruin,55, Mod,2
Cryo Rounds,2, Mod,1
Cryo Rounds,15, Mod,1
Cunning Drift,5, Mod,10
Cunning Drift,6, Mod,2
Cunning Drift,7, Mod,3
Cunning Drift,8, Mod,8
Cunning Drift,9, Mod,22
Cunning Drift,10, Mod,47
Cunning Drift,15, Mod,2
Cunning Drift,20, Mod,3
Cunning Drift,50, Mod,1
Curative Undertow,9, Mod,1
Curative Undertow,10, Mod,6
Curative Undertow,11, Mod,1
Curative Undertow,12, Mod,2
Curative Undertow,14, Mod,2
Curative Undertow,15, Mod,1
Cutting Edge,5, Mod,35
Cutting Edge,10, Mod,4
Dakra Prime Blade,10, Blueprint,1
Dakra Prime Blade,15, Blueprint,6
Dakra Prime Blade,17, Blueprint,5
Dakra Prime Blade,18, Blueprint,10
Dakra Prime Blade,19, Blueprint,2
Dakra Prime Blade,20, Blueprint,8
Dakra Prime Blade,22, Blueprint,1
Dakra Prime Blade,23, Blueprint,6
Dakra Prime Blade,24, Blueprint,2
Dakra Prime Blade,25, Blueprint,18
Dakra Prime Blade,29, Blueprint,1
Dakra Prime Blade,30, Blueprint,8
Dakra Prime Blade,35, Blueprint,2
Dakra Prime Blueprint,10, Blueprint,1
Dakra Prime Blueprint,12, Blueprint,1
Dakra Prime Blueprint,15, Blueprint,6
Dakra Prime Blueprint,18, Blueprint,2
Dakra Prime Blueprint,19, Blueprint,1
Dakra Prime Blueprint,20, Blueprint,12
Dakra Prime Blueprint,25, Blueprint,4
Dakra Prime Blueprint,30, Blueprint,1
Dakra Prime Blueprint,40, Blueprint,1
Dakra Prime Blueprint,50, Blueprint,4
Dakra Prime Blueprint,100, Blueprint,2
Dakra Prime Handle,30, Blueprint,1
Dakra Prime Handle,35, Blueprint,2
Dakra Prime Handle,38, Blueprint,1
Dakra Prime Handle,39, Blueprint,6
Dakra Prime Handle,40, Blueprint,2
Dakra Prime Handle,42, Blueprint,1
Dakra Prime Handle,44, Blueprint,1
Dakra Prime Handle,45, Blueprint,3
Dakra Prime Handle,48, Blueprint,2
Dakra Prime Handle,50, Blueprint,6
Dakra Prime Handle,54, Blueprint,1
Dakra Prime Handle,55, Blueprint,1
Dakra Prime Handle,59, Blueprint,1
Dakra Prime Handle,60, Blueprint,4
Dakra Prime Handle,70, Blueprint,2
Dakra Prime Set,99, Set,1
Dakra Prime Set,100, Set,11
Dakra Prime Set,105, Set,1
Dakra Prime Set,110, Set,1
Dakra Prime Set,115, Set,1
Dakra Prime Set,119, Set,1
Dakra Prime Set,120, Set,8
Dakra Prime Set,125, Set,1
Dakra Prime Set,130, Set,15
Dakra Prime Set,140, Set,4
Dakra Prime Set,144, Set,2
Dakra Prime Set,150, Set,6
Dakra Prime Set,200, Set,3
Dakra Prime Set,300, Set,1
Dead Eye,10, Mod,3
Dead Eye,18, Mod,1
Dead Eye,19, Mod,1
Dead Eye,20, Mod,3
Deadly Sequence,8, Mod,1
Deadly Sequence,10, Mod,2
Deadly Sequence,12, Mod,5
Deadly Sequence,14, Mod,1
Decisive Judgement,5, Mod,8
Decisive Judgement,6, Mod,3
Decisive Judgement,7, Mod,6
Decisive Judgement,8, Mod,6
Decisive Judgement,9, Mod,5
Decisive Judgement,10, Mod,22
Decisive Judgement,15, Mod,6
Deep Freeze,6, Mod,1
Deep Freeze,7, Mod,2
Deep Freeze,8, Mod,8
Deep Freeze,9, Mod,1
Deep Freeze,10, Mod,15
Deep Freeze,12, Mod,1
Deep Freeze,15, Mod,1
Deep Freeze,75, Mod,1
Defense III,2, Void Key,26
Defense III,3, Void Key,20
Defense IV,2, Void Key,8
Defense IV,3, Void Key,34
Defiled Snapdragon,3, Mod,8
Defiled Snapdragon,4, Mod,9
Defiled Snapdragon,5, Mod,10
Defiled Snapdragon,7, Mod,4
Defiled Snapdragon,8, Mod,2
Defiled Snapdragon,9, Mod,1
Defiled Snapdragon,10, Mod,1
Defiled Snapdragon,15, Mod,7
Defiled Snapdragon,20, Mod,3
Defiled Snapdragon,25, Mod,3
Deft Tempo,9, Mod,1
Deft Tempo,10, Mod,1
Deft Tempo,19, Mod,1
Deft Tempo,40, Mod,1
Depleted Reload,3, Mod,1
Depleted Reload,5, Mod,20
Depleted Reload,6, Mod,2
Depleted Reload,7, Mod,5
Depleted Reload,8, Mod,12
Depleted Reload,10, Mod,5
Depleted Reload,15, Mod,2
Depleted Reload,20, Mod,1
Dera Vandal Barrel,10, Blueprint,2
Dera Vandal Barrel,11, Blueprint,1
Dera Vandal Barrel,14, Blueprint,2
Dera Vandal Barrel,15, Blueprint,5
Dera Vandal Barrel,16, Blueprint,1
Dera Vandal Barrel,17, Blueprint,1
Dera Vandal Barrel,19, Blueprint,1
Dera Vandal Barrel,20, Blueprint,1
Dera Vandal Barrel,39, Blueprint,1
Dera Vandal Barrel,40, Blueprint,1
Dera Vandal Blueprint,10, Blueprint,9
Dera Vandal Blueprint,11, Blueprint,1
Dera Vandal Blueprint,19, Blueprint,1
Dera Vandal Blueprint,20, Blueprint,5
Dera Vandal Blueprint,30, Blueprint,1
Dera Vandal Receiver,15, Blueprint,1
Dera Vandal Receiver,25, Blueprint,3
Dera Vandal Receiver,30, Blueprint,5
Dera Vandal Receiver,35, Blueprint,1
Dera Vandal Receiver,40, Blueprint,1
Dera Vandal Receiver,45, Blueprint,1
Dera Vandal Set,40, Set,1
Dera Vandal Set,100, Set,1
Dera Vandal Set,120, Set,2
Dera Vandal Set,130, Set,1
Dera Vandal Set,150, Set,1
Dera Vandal Set,170, Set,2
Dera Vandal Set,175, Set,1
Dera Vandal Set,180, Set,2
Dera Vandal Set,190, Set,3
Dera Vandal Set,195, Set,1
Dera Vandal Set,198, Set,1
Dera Vandal Set,200, Set,5
Dera Vandal Set,250, Set,1
Dera Vandal Stock,10, Blueprint,3
Dera Vandal Stock,20, Blueprint,2
Dera Vandal Stock,25, Blueprint,1
Dera Vandal Stock,30, Blueprint,1
Despoil,9, Mod,5
Despoil,10, Mod,64
Despoil,11, Mod,3
Despoil,12, Mod,2
Despoil,13, Mod,2
Despoil,15, Mod,2
Despoil,20, Mod,80
Detect Vulnerability,35, Mod,1
Diamond Skin,3, Mod,22
Diamond Skin,4, Mod,14
Dig,4, Mod,1
Dig,5, Mod,1
Dig,10, Mod,2
Dig,15, Mod,1
Directed Convergence,19, Mod,1
Directed Convergence,25, Mod,1
Divebomb Vortex,9, Mod,1
Divebomb Vortex,10, Mod,42
Divebomb Vortex,11, Mod,1
Divebomb Vortex,13, Mod,1
Divebomb Vortex,14, Mod,1
Divebomb Vortex,20, Mod,80
Double-Barrel Drift,12, Mod,1000
Double-Barrel Drift,20, Mod,1
Double-Barrel Drift,30, Mod,1
Double-Barrel Drift,50, Mod,1
Double-Barrel Drift,60, Mod,1
Double-Barrel Drift,75, Mod,1
Dual Kamas Prime Blade,1, Blueprint,30
Dual Kamas Prime Blade,2, Blueprint,1
Dual Kamas Prime Blade,4, Blueprint,1
Dual Kamas Prime Blade,9, Blueprint,2
Dual Kamas Prime Blade,10, Blueprint,4
Dual Kamas Prime Blade,12, Blueprint,1
Dual Kamas Prime Blade,13, Blueprint,3
Dual Kamas Prime Blade,14, Blueprint,7
Dual Kamas Prime Blade,15, Blueprint,23
Dual Kamas Prime Blade,16, Blueprint,5
Dual Kamas Prime Blade,17, Blueprint,5
Dual Kamas Prime Blade,18, Blueprint,10
Dual Kamas Prime Blade,19, Blueprint,6
Dual Kamas Prime Blade,20, Blueprint,35
Dual Kamas Prime Blade,24, Blueprint,2
Dual Kamas Prime Blade,25, Blueprint,1
Dual Kamas Prime Blade,29, Blueprint,1
Dual Kamas Prime Blade,30, Blueprint,2
Dual Kamas Prime Blueprint,1, Blueprint,3
Dual Kamas Prime Blueprint,2, Blueprint,3
Dual Kamas Prime Blueprint,3, Blueprint,16
Dual Kamas Prime Blueprint,4, Blueprint,7
Dual Kamas Prime Blueprint,5, Blueprint,23
Dual Kamas Prime Blueprint,7, Blueprint,3
Dual Kamas Prime Blueprint,8, Blueprint,1
Dual Kamas Prime Blueprint,10, Blueprint,7
Dual Kamas Prime Blueprint,15, Blueprint,4
Dual Kamas Prime Handle,30, Blueprint,1
Dual Kamas Prime Handle,40, Blueprint,2
Dual Kamas Prime Handle,45, Blueprint,1
Dual Kamas Prime Handle,50, Blueprint,11
Dual Kamas Prime Handle,55, Blueprint,1
Dual Kamas Prime Handle,59, Blueprint,1
Dual Kamas Prime Handle,60, Blueprint,7
Dual Kamas Prime Handle,64, Blueprint,1
Dual Kamas Prime Handle,65, Blueprint,19
Dual Kamas Prime Handle,68, Blueprint,1
Dual Kamas Prime Handle,69, Blueprint,4
Dual Kamas Prime Handle,70, Blueprint,9
Dual Kamas Prime Handle,74, Blueprint,3
Dual Kamas Prime Handle,75, Blueprint,7
Dual Kamas Prime Handle,77, Blueprint,2
Dual Kamas Prime Handle,80, Blueprint,4
Dual Kamas Prime Handle,98, Blueprint,1
Dual Kamas Prime Handle,100, Blueprint,2
Dual Kamas Prime Set,190, Set,1
Dual Kamas Prime Set,200, Set,9
Dual Kamas Prime Set,204, Set,1
Dual Kamas Prime Set,205, Set,2
Dual Kamas Prime Set,209, Set,3
Dual Kamas Prime Set,210, Set,8
Dual Kamas Prime Set,214, Set,2
Dual Kamas Prime Set,215, Set,1
Dual Kamas Prime Set,219, Set,1
Dual Kamas Prime Set,220, Set,8
Dual Kamas Prime Set,225, Set,2
Dual Kamas Prime Set,229, Set,1
Dual Kamas Prime Set,230, Set,6
Dual Kamas Prime Set,235, Set,1
Dual Kamas Prime Set,239, Set,1
Dual Kamas Prime Set,240, Set,4
Dual Kamas Prime Set,245, Set,1
Dual Kamas Prime Set,249, Set,1
Dual Kamas Prime Set,250, Set,4
Dual Rounds,10, Mod,13
Dual Rounds,12, Mod,1
Dual Rounds,14, Mod,1
Dual Rounds,15, Mod,5
Dual Rounds,20, Mod,1
Duality,8, Mod,1
Duality,10, Mod,4
Duality,11, Mod,1
Duality,12, Mod,2
Duality,14, Mod,1
Duality,15, Mod,1
Eagle Eye,4, Mod,10
Efficient Transferral,3, Mod,1
Efficient Transferral,4, Mod,1
Efficient Transferral,5, Mod,16
Efficient Transferral,20, Mod,1
Eject Magazine,12, Mod,1000
Electrified Barrel,6, Mod,14
Electrified Barrel,8, Mod,3
Electrified Barrel,9, Mod,2
Electrified Barrel,10, Mod,2
Electrified Barrel,15, Mod,2
Eleventh Storm,5, Mod,6
Eleventh Storm,6, Mod,4
Eleventh Storm,7, Mod,4
Eleventh Storm,8, Mod,3
Eleventh Storm,9, Mod,5
Eleventh Storm,10, Mod,4
Embedded Catalyzer,3, Mod,5
Embedded Catalyzer,4, Mod,4
Embedded Catalyzer,5, Mod,1
Embedded Catalyzer,6, Mod,1
Embedded Catalyzer,15, Mod,1
Ember Prime Blueprint,400, Blueprint,1
Ember Prime Blueprint,600, Blueprint,2
Ember Prime Blueprint,650, Blueprint,3
Ember Prime Blueprint,672, Blueprint,1
Ember Prime Blueprint,675, Blueprint,1
Ember Prime Blueprint,679, Blueprint,1
Ember Prime Blueprint,689, Blueprint,1
Ember Prime Blueprint,690, Blueprint,2
Ember Prime Blueprint,699, Blueprint,1
Ember Prime Blueprint,700, Blueprint,11
Ember Prime Blueprint,720, Blueprint,2
Ember Prime Blueprint,725, Blueprint,3
Ember Prime Blueprint,730, Blueprint,2
Ember Prime Blueprint,740, Blueprint,4
Ember Prime Blueprint,750, Blueprint,2
Ember Prime Blueprint,777, Blueprint,1
Ember Prime Blueprint,780, Blueprint,1
Ember Prime Blueprint,799, Blueprint,8
Ember Prime Blueprint,800, Blueprint,9
Ember Prime Blueprint,820, Blueprint,1
Ember Prime Blueprint,850, Blueprint,3
Ember Prime Blueprint,888, Blueprint,1
Ember Prime Blueprint,950, Blueprint,1
Ember Prime Blueprint,990, Blueprint,1
Ember Prime Chassis,10, Blueprint,8
Ember Prime Chassis,13, Blueprint,1
Ember Prime Chassis,14, Blueprint,1
Ember Prime Chassis,15, Blueprint,14
Ember Prime Chassis,18, Blueprint,6
Ember Prime Chassis,19, Blueprint,2
Ember Prime Chassis,20, Blueprint,52
Ember Prime Chassis,22, Blueprint,1
Ember Prime Chassis,23, Blueprint,1
Ember Prime Chassis,24, Blueprint,2
Ember Prime Chassis,25, Blueprint,18
Ember Prime Chassis,30, Blueprint,16
Ember Prime Chassis,40, Blueprint,3
Ember Prime Chassis,50, Blueprint,1
Ember Prime Chassis,100, Blueprint,2
Ember Prime Chassis,150, Blueprint,16
Ember Prime Helmet,5, Blueprint,2
Ember Prime Helmet,6, Blueprint,1
Ember Prime Helmet,9, Blueprint,5
Ember Prime Helmet,10, Blueprint,65
Ember Prime Helmet,15, Blueprint,8
Ember Prime Helmet,20, Blueprint,6
Ember Prime Helmet,25, Blueprint,2
Ember Prime Helmet,30, Blueprint,6
Ember Prime Helmet,35, Blueprint,1
Ember Prime Helmet,40, Blueprint,4
Ember Prime Helmet,45, Blueprint,3
Ember Prime Helmet,50, Blueprint,4
Ember Prime Helmet,99, Blueprint,3
Ember Prime Helmet,100, Blueprint,4
Ember Prime Helmet,150, Blueprint,1
Ember Prime Set,700, Set,3
Ember Prime Set,800, Set,5
Ember Prime Set,820, Set,1
Ember Prime Set,850, Set,1
Ember Prime Set,875, Set,2
Ember Prime Set,890, Set,1
Ember Prime Set,900, Set,10
Ember Prime Set,925, Set,2
Ember Prime Set,930, Set,1
Ember Prime Set,933, Set,1
Ember Prime Set,940, Set,1
Ember Prime Set,949, Set,3
Ember Prime Set,950, Set,23
Ember Prime Set,970, Set,2
Ember Prime Set,975, Set,5
Ember Prime Set,980, Set,12
Ember Prime Set,990, Set,9
Ember Prime Set,995, Set,4
Ember Prime Set,997, Set,1
Ember Prime Set,998, Set,1
Ember Prime Set,999, Set,3
Ember Prime Set,1000, Set,16
Ember Prime Set,1050, Set,4
Ember Prime Set,1080, Set,1
Ember Prime Set,1097, Set,1
Ember Prime Set,1100, Set,8
Ember Prime Set,1200, Set,5
Ember Prime Set,1250, Set,2
Ember Prime Systems,75, Blueprint,1
Ember Prime Systems,150, Blueprint,7
Ember Prime Systems,160, Blueprint,5
Ember Prime Systems,170, Blueprint,1
Ember Prime Systems,175, Blueprint,1
Ember Prime Systems,180, Blueprint,3
Ember Prime Systems,190, Blueprint,3
Ember Prime Systems,195, Blueprint,2
Ember Prime Systems,197, Blueprint,1
Ember Prime Systems,199, Blueprint,3
Ember Prime Systems,200, Blueprint,9
Ember Prime Systems,205, Blueprint,5
Ember Prime Systems,210, Blueprint,7
Ember Prime Systems,220, Blueprint,4
Ember Prime Systems,225, Blueprint,1
Ember Prime Systems,227, Blueprint,1
Ember Prime Systems,229, Blueprint,1
Ember Prime Systems,230, Blueprint,4
Ember Prime Systems,239, Blueprint,1
Ember Prime Systems,240, Blueprint,6
Ember Prime Systems,245, Blueprint,1
Ember Prime Systems,249, Blueprint,2
Ember Prime Systems,250, Blueprint,4
Ember Prime Systems,290, Blueprint,1
Ember Prime Systems,300, Blueprint,2
Ember Prime Systems,325, Blueprint,1
Ember Prime Systems,350, Blueprint,1
Ember Prime Systems,420, Blueprint,6
Endurance Drift,5, Mod,5
Endurance Drift,6, Mod,2
Endurance Drift,8, Mod,3
Endurance Drift,9, Mod,4
Endurance Drift,10, Mod,7
Endurance Drift,12, Mod,2
Endurance Drift,20, Mod,1
Enemy Radar,2, Mod,1
Enemy Radar,3, Mod,3
Enemy Radar,4, Mod,4
Enemy Sense,1, Mod,1
Enemy Sense,2, Mod,3
Enemy Sense,3, Mod,6
