timestamp,item,price,count,type,itemName
2016-04-28 21:58:02.494851, Blueprint/Nikana Prime Set,170, 1, Blueprint,Nikana Prime Set
2016-04-28 21:58:02.498059, Blueprint/Nikana Prime Set,175, 1, Blueprint,Nikana Prime Set
2016-04-28 21:58:02.506729, Blueprint/Nikana Prime Set,180, 1, Blueprint,Nikana Prime Set
2016-04-28 21:58:10.409820, Blueprint/Spira Prime Blade,50, 1, Blueprint,Spira Prime Blade
2016-04-28 21:58:10.410687, Blueprint/Spira Prime Blade,55, 2, Blueprint,Spira Prime Blade
2016-04-28 21:58:10.422864, Blueprint/Spira Prime Blade,60, 1, Blueprint,Spira Prime Blade
2016-04-28 21:58:10.423233, Blueprint/Spira Prime Blade,65, 1, Blueprint,Spira Prime Blade
2016-04-28 21:58:34.762819, Blueprint/Sheev Hilt,45, 1, Blueprint,Sheev Hilt
2016-04-28 21:58:34.765083, Blueprint/Sheev Hilt,35, 1, Blueprint,Sheev Hilt
2016-04-28 21:59:53.061008, Blueprint/War Blade,35, 1, Blueprint,War Blade
2016-04-28 21:59:53.065105, Blueprint/War Blade,25, 1, Blueprint,War Blade
2016-04-28 21:59:56.517449, Blueprint/Snipetron Vandal Barrel,55, 1, Blueprint,Snipetron Vandal Barrel
2016-04-28 22:00:00.043091, Blueprint/Snipetron Vandal Stock,50, 1, Blueprint,Snipetron Vandal Stock
2016-04-28 22:00:03.585307, Blueprint/Snipetron Vandal Receiver,50, 1, Blueprint,Snipetron Vandal Receiver
2016-04-28 22:00:48.590593, Blueprint/Nikana Prime Blade,48, 1, Blueprint,Nikana Prime Blade
2016-04-28 22:00:48.765077, Void Trader/Primed Pistol Ammo Mutation,150, 2, Void Trader,Primed Pistol Ammo Mutation
2016-04-28 22:00:48.790241, Blueprint/Nova Prime Systems,150, 1, Blueprint,Nova Prime Systems
2016-04-28 22:00:49.143531, Mod/Full Contact/5,137, 2, Mod,Full Contact
2016-04-28 22:00:49.149729, Blueprint/Nikana Prime Hilt,56, 1, Blueprint,Nikana Prime Hilt
2016-04-28 22:00:49.167093, Blueprint/Saryn Prime Set,150, 1, Blueprint,Saryn Prime Set
2016-04-28 22:00:51.480051, Set/Reaper Prime Set,195, 1, Set,Reaper Prime Set
2016-04-28 22:00:52.987333, Blueprint/Snipetron Vandal Set,230, 1, Blueprint,Snipetron Vandal Set
2016-04-28 22:00:54.990084, Mod/Maim/0,75, 4, Mod,Maim
2016-04-28 22:00:56.361157, Arcane Enhancements/Arcane Trickery,42, 1, Arcane Enhancements,Arcane Trickery
2016-04-28 22:00:56.888486, Mod/Primed Target Cracker/8,400, 1, Mod,Primed Target Cracker
2016-04-28 22:00:58.527192, Blueprint/Strun Wraith Set,325, 1, Blueprint,Strun Wraith Set
2016-04-28 22:01:00.378013, Mod/Pummel/5,187, 1, Mod,Pummel
2016-04-28 22:01:01.533983, Mod/Blaze/3,20, 2, Mod,Blaze
2016-04-28 22:01:19.396962, Blueprint/Ankyros Prime Gauntlet,5, 2, Blueprint,Ankyros Prime Gauntlet
2016-04-28 22:01:45.553674, Blueprint/Boar Prime Stock,20, 1, Blueprint,Boar Prime Stock
2016-04-28 22:01:57.281117, Blueprint/Boltor Prime Reciever,30, 3, Blueprint,Boltor Prime Reciever
2016-04-28 22:02:20.333510, Blueprint/Bronco Prime Barrel,15, 1, Blueprint,Bronco Prime Barrel
2016-04-28 22:02:27.718188, Blueprint/Bronco Prime Receiver,7, 2, Blueprint,Bronco Prime Receiver
2016-04-28 22:02:54.873243, Blueprint/Dakra Prime Handle,50, 1, Blueprint,Dakra Prime Handle
2016-04-28 22:03:25.099024, Blueprint/Hikou Prime Pouch,3, 1, Blueprint,Hikou Prime Pouch
2016-04-28 22:03:25.100903, Blueprint/Hikou Prime Pouch,4, 1, Blueprint,Hikou Prime Pouch
2016-04-28 22:03:28.754742, Blueprint/Hikou Prime Stars,10, 1, Blueprint,Hikou Prime Stars
2016-04-28 22:03:35.819372, Blueprint/Latron Prime Blueprint,24, 2, Blueprint,Latron Prime Blueprint
2016-04-28 22:03:52.209593, Blueprint/Lex Prime Blueprint,4, 1, Blueprint,Lex Prime Blueprint
2016-04-28 22:04:15.106579, Blueprint/Paris Prime  Lower Limb,2, 2, Blueprint,Paris Prime  Lower Limb
2016-04-28 22:05:22.936415, Blueprint/Vasto Prime Blueprint,5, 1, Blueprint,Vasto Prime Blueprint
2016-04-28 22:05:34.831069, Blueprint/Nova Prime Chassis,50, 1, Blueprint,Nova Prime Chassis
2016-04-28 22:05:46.663162, Blueprint/Frost Prime Helmet,40, 1, Blueprint,Frost Prime Helmet
2016-04-28 22:05:51.985386, Blueprint/Ember Prime Helmet,10, 1, Blueprint,Ember Prime Helmet
2016-04-28 22:05:55.604031, Blueprint/Mag Prime Helmet,140, 1, Blueprint,Mag Prime Helmet
2016-04-28 22:06:03.335104, Blueprint/Loki Prime Helmet,5, 3, Blueprint,Loki Prime Helmet
2016-04-28 22:06:11.003883, Blueprint/Nyx Prime Blueprint,5, 2, Blueprint,Nyx Prime Blueprint
2016-04-28 22:06:18.384376, Blueprint/Loki Prime Systems,100, 3, Blueprint,Loki Prime Systems
2016-04-28 22:06:22.202846, Blueprint/Loki Prime Chassis,10, 1, Blueprint,Loki Prime Chassis
2016-04-28 22:06:26.523946, Blueprint/Nyx Prime Systems,5, 1, Blueprint,Nyx Prime Systems
2016-04-28 22:06:30.369466, Blueprint/Rhino Prime Blueprint,150, 1, Blueprint,Rhino Prime Blueprint
2016-04-28 22:06:34.153565, Blueprint/Rhino Prime Chassis,50, 1, Blueprint,Rhino Prime Chassis
2016-04-28 22:06:41.396543, Blueprint/Ember Prime Systems,250, 1, Blueprint,Ember Prime Systems
2016-04-28 22:06:48.994201, Blueprint/Loki Prime Blueprint,13, 6, Blueprint,Loki Prime Blueprint
2016-04-28 22:06:57.091777, Blueprint/Ember Prime Chassis,10, 1, Blueprint,Ember Prime Chassis
2016-04-28 22:07:01.373494, Blueprint/Rhino Prime Systems,5, 1, Blueprint,Rhino Prime Systems
2016-04-28 22:07:49.558951, Mod/Serration/10,150, 1, Mod,Serration
2016-04-28 22:07:49.572953, Mod/Serration/0,5, 9, Mod,Serration
2016-04-28 22:07:56.874144, Mod/Fleeting Expertise/0,35, 1, Mod,Fleeting Expertise
2016-04-28 22:08:04.066987, Mod/Narrow Minded/0,25, 4, Mod,Narrow Minded
2016-04-28 22:08:14.895239, Mod/Rage/0,19, 1, Mod,Rage
2016-04-28 22:08:14.905027, Mod/Rage/0,24, 2, Mod,Rage
2016-04-28 22:08:14.913817, Mod/Rage/3,50, 1, Mod,Rage
2016-04-28 22:09:09.768649, Mod/Frostbite/0,5, 1, Mod,Frostbite
2016-04-28 22:09:49.795034, Mod/Transient Fortitude/0,25, 1, Mod,Transient Fortitude
2016-04-28 22:10:39.126261, Mod/Greedy Pull/0,10, 1, Mod,Greedy Pull
2016-04-28 22:11:20.723454, Mod/Corrosive Projection/0,20, 1, Mod,Corrosive Projection
2016-04-28 22:11:42.890926, Mod/Overextended/0,25, 2, Mod,Overextended
2016-04-28 22:12:02.512564, Mod/Vile Acceleration/0,9, 1, Mod,Vile Acceleration
2016-04-28 22:12:09.601906, Mod/Bite/0,20, 1, Mod,Bite
2016-04-28 22:12:54.210850, Mod/Berserker/0,8, 1, Mod,Berserker
2016-04-28 22:12:57.752119, Mod/Handspring/0,10, 1, Mod,Handspring
2016-04-28 22:14:20.803065, Mod/Link Health/0,4, 2, Mod,Link Health
2016-04-28 22:14:53.119382, Mod/Fortitude/0,20, 3, Mod,Fortitude
2016-04-28 22:15:04.157514, Mod/Lethal Torrent/0,4, 1, Mod,Lethal Torrent
2016-04-28 22:15:08.033469, Mod/Barrel Diffusion/0,5, 1, Mod,Barrel Diffusion
2016-04-28 22:17:56.682195, Mod/Heavy Caliber/0,25, 1, Mod,Heavy Caliber
2016-04-28 22:17:56.684854, Mod/Heavy Caliber/0,20, 2, Mod,Heavy Caliber
2016-04-28 22:20:16.101530, Mod/Scorch/0,7, 2, Mod,Scorch
2016-04-28 22:21:10.582087, Mod/Virulent Scourge/0,2, 1, Mod,Virulent Scourge
2016-04-28 22:21:17.906298, Mod/Vital Sense/0,4, 2, Mod,Vital Sense
2016-04-28 22:21:29.146198, Mod/Stretch/0,3, 3, Mod,Stretch
2016-04-28 22:21:56.912294, Mod/Cleaving Whirlwind,5, 1, Mod,Cleaving Whirlwind
2016-04-28 22:22:42.720778, Mod/Gnashing Payara,4, 1, Mod,Gnashing Payara
2016-04-28 22:23:41.549372, Mod/Frigid Blast/0,5, 1, Mod,Frigid Blast
2016-04-28 22:24:52.226517, Mod/Natural Talent/0,10, 1, Mod,Natural Talent
2016-04-28 22:27:14.024169, Mod/Life Strike/0,10, 3, Mod,Life Strike
2016-04-28 22:29:24.173686, Syndicate/Sancti Castanas,39, 1, Syndicate,Sancti Castanas
2016-04-28 22:31:27.452710, Arcane Helmet/Squall Frost Helmet,600, 1, Arcane Helmet,Squall Frost Helmet
2016-04-28 22:31:45.003756, Arcane Helmet/Gambit Vauban Helmet,45, 1, Arcane Helmet,Gambit Vauban Helmet
2016-04-28 22:32:46.340303, Fusion Core/Rare Fusion Core,1, 10, Fusion Core,Rare Fusion Core
2016-04-28 22:32:50.711815, Void Trader/Primed Continuity,700, 4, Void Trader,Primed Continuity
2016-04-28 22:32:50.732337, Void Trader/Primed Continuity,300, 1, Void Trader,Primed Continuity
2016-04-28 22:33:02.003348, Void Trader/Primed Flow,700, 4, Void Trader,Primed Flow
2016-04-28 22:33:31.370991, Mod/High Noon,15, 1, Mod,High Noon
2016-04-28 22:33:35.078451, Blueprint/Wyrm Prime Blueprint,15, 1, Blueprint,Wyrm Prime Blueprint
2016-04-28 22:33:35.079263, Blueprint/Wyrm Prime Blueprint,18, 1, Blueprint,Wyrm Prime Blueprint
2016-04-28 22:36:09.850654, Arcane Enhancements/Arcane Phantasm,30, 10, Arcane Enhancements,Arcane Phantasm
2016-04-28 22:36:20.480188, Arcane Enhancements/Arcane Trickery,45, 5, Arcane Enhancements,Arcane Trickery
2016-04-28 22:36:20.484116, Arcane Enhancements/Arcane Trickery,40, 2, Arcane Enhancements,Arcane Trickery
2016-04-28 22:36:31.636715, Blueprint/Volt Prime Chassis,40, 1, Blueprint,Volt Prime Chassis
2016-04-28 22:36:35.226983, Blueprint/Volt Prime Systems,69, 4, Blueprint,Volt Prime Systems
2016-04-28 22:36:39.254235, Blueprint/Volt Prime Blueprint,10, 1, Blueprint,Volt Prime Blueprint
2016-04-28 22:37:01.110434, Mod/Tempo Royale/3,300, 1, Mod,Tempo Royale
2016-04-28 22:37:01.112205, Mod/Tempo Royale/3,245, 1, Mod,Tempo Royale
2016-04-28 22:37:29.678905, Mod/Chilling Globe/0,10, 1, Mod,Chilling Globe
2016-04-28 22:37:36.852512, Blueprint/Odonata Prime Blueprint,4, 1, Blueprint,Odonata Prime Blueprint
2016-04-28 22:37:40.480071, Blueprint/Odonata Prime Harness,4, 1, Blueprint,Odonata Prime Harness
2016-04-28 22:37:47.947022, Blueprint/Odonata Prime Systems,3, 1, Blueprint,Odonata Prime Systems
2016-04-28 22:38:17.598223, Mod/Crash Course/5,200, 1, Mod,Crash Course
2016-04-28 22:39:36.792902, Blueprint/Ash Prime Chassis,3, 1, Blueprint,Ash Prime Chassis
2016-04-28 22:39:56.218984, Blueprint/Carrier Prime Carapace,45, 1, Blueprint,Carrier Prime Carapace
2016-04-28 22:39:59.975733, Blueprint/Carrier Prime Systems,10, 1, Blueprint,Carrier Prime Systems
2016-04-28 22:39:59.979457, Blueprint/Carrier Prime Systems,3, 1, Blueprint,Carrier Prime Systems
2016-04-28 22:40:14.724717, Blueprint/Vectis Prime Stock,25, 1, Blueprint,Vectis Prime Stock
2016-04-28 22:40:25.888870, Mod/Animal Instinct/0,8, 1, Mod,Animal Instinct
2016-04-28 22:40:33.109037, Mod/Armored Agility/0,12, 1, Mod,Armored Agility
2016-04-28 22:40:36.875426, Mod/Seeking Fury/0,8, 1, Mod,Seeking Fury
2016-04-28 22:40:47.493372, Arcane Enhancements/Arcane Grace,195, 1, Arcane Enhancements,Arcane Grace
2016-04-28 22:41:48.993587, Mod/Covert Lethality,5, 1, Mod,Covert Lethality
2016-04-28 22:42:00.899929, Mod/Depleted Reload,8, 2, Mod,Depleted Reload
2016-04-28 22:42:04.542888, Void Trader/Prisma Skana,80, 1, Void Trader,Prisma Skana
2016-04-28 22:42:22.326919, Syndicate/Rakta Cernos,40, 1, Syndicate,Rakta Cernos
2016-04-28 22:42:29.607726, Blueprint/Trinity Prime Blueprint,35, 1, Blueprint,Trinity Prime Blueprint
2016-04-28 22:42:33.148968, Blueprint/Trinity Prime Helmet,65, 1, Blueprint,Trinity Prime Helmet
2016-04-28 22:42:40.971248, Blueprint/Trinity Prime Systems,85, 2, Blueprint,Trinity Prime Systems
2016-04-28 22:42:40.974036, Blueprint/Trinity Prime Systems,80, 2, Blueprint,Trinity Prime Systems
2016-04-28 22:42:48.368181, Blueprint/Dual Kamas Prime Blade,29, 1, Blueprint,Dual Kamas Prime Blade
2016-04-28 22:42:48.370859, Blueprint/Dual Kamas Prime Blade,10, 1, Blueprint,Dual Kamas Prime Blade
2016-04-28 22:46:26.524824, Mod/Coaction Drift/0,10, 1, Mod,Coaction Drift
2016-04-28 22:46:44.500472, Mod/Stealth Drift/0,5, 1, Mod,Stealth Drift
2016-04-28 22:46:52.851826, Set/Ankyros Prime Set,150, 1, Set,Ankyros Prime Set
2016-04-28 22:46:56.480591, Set/Ash Prime Set,225, 1, Set,Ash Prime Set
2016-04-28 22:47:11.402096, Set/Braton Prime Set,30, 1, Set,Braton Prime Set
2016-04-28 22:47:11.415488, Set/Braton Prime Set,20, 1, Set,Braton Prime Set
2016-04-28 22:47:19.166706, Set/Burston Prime Set,12, 1, Set,Burston Prime Set
2016-04-28 22:47:44.392124, Set/Frost Prime Set,590, 1, Set,Frost Prime Set
2016-04-28 22:47:47.916471, Set/Glaive Prime Set,400, 1, Set,Glaive Prime Set
2016-04-28 22:48:07.852699, Set/Lex Prime Set,18, 1, Set,Lex Prime Set
2016-04-28 22:48:11.644467, Set/Loki Prime Set,120, 2, Set,Loki Prime Set
2016-04-28 22:48:15.288726, Set/Mag Prime Set,290, 1, Set,Mag Prime Set
2016-04-28 22:48:18.857121, Set/Nova Prime Set,170, 1, Set,Nova Prime Set
2016-04-28 22:48:22.508230, Set/Nyx Prime Set,60, 2, Set,Nyx Prime Set
2016-04-28 22:48:33.860164, Set/Paris Prime Set,25, 1, Set,Paris Prime Set
2016-04-28 22:48:37.385407, Set/Reaper Prime Set,220, 1, Set,Reaper Prime Set
2016-04-28 22:48:37.402053, Set/Reaper Prime Set,250, 1, Set,Reaper Prime Set
2016-04-28 22:48:41.607988, Set/Rhino Prime Set,230, 3, Set,Rhino Prime Set
2016-04-28 22:48:41.626748, Set/Rhino Prime Set,270, 1, Set,Rhino Prime Set
2016-04-28 22:48:48.608064, Set/Sicarus Prime Set,150, 1, Set,Sicarus Prime Set
2016-04-28 22:48:54.005402, Set/Soma Prime Set,70, 1, Set,Soma Prime Set
2016-04-28 22:48:57.638424, Set/Trinity Prime Set,250, 2, Set,Trinity Prime Set
2016-04-28 22:48:57.655188, Set/Trinity Prime Set,190, 1, Set,Trinity Prime Set
2016-04-28 22:49:37.438630, Blueprint/Nezha Systems Blueprint,15, 1, Blueprint,Nezha Systems Blueprint
2016-04-28 22:49:37.444604, Blueprint/Nezha Systems Blueprint,22, 1, Blueprint,Nezha Systems Blueprint
2016-04-28 22:55:44.577605, Mod/Blood Rush/0,19, 1, Mod,Blood Rush
2016-04-28 22:55:44.599574, Mod/Blood Rush/0,20, 1, Mod,Blood Rush
2016-04-28 22:55:48.275507, Mod/Body Count/0,20, 1, Mod,Body Count
2016-04-28 22:57:11.570793, Blueprint/Strun Wraith Set,300, 1, Blueprint,Strun Wraith Set
2016-04-28 22:57:36.160495, Blueprint/Saryn Prime Blueprint,20, 1, Blueprint,Saryn Prime Blueprint
2016-04-28 22:57:59.815497, Blueprint/Nikana Prime Blade,40, 1, Blueprint,Nikana Prime Blade
2016-04-28 22:58:07.040470, Blueprint/Nikana Prime Set,180, 1, Blueprint,Nikana Prime Set
2016-04-28 22:58:41.825023, Set/Sheev Set,180, 1, Set,Sheev Set
2016-04-28 22:59:44.072624, Mod/Energy Conversion/0,60, 1, Mod,Energy Conversion
2016-04-28 23:00:13.582428, Blueprint/Snipetron Vandal Blueprint,65, 1, Blueprint,Snipetron Vandal Blueprint
2016-04-28 23:00:13.586209, Blueprint/Snipetron Vandal Blueprint,45, 1, Blueprint,Snipetron Vandal Blueprint
2016-04-28 23:00:51.409015, Blueprint/Snipetron Vandal Barrel,30, 1, Blueprint,Snipetron Vandal Barrel
2016-04-28 23:00:51.655950, Mod/Maim/5,93, 1, Mod,Maim
2016-04-28 23:00:51.993945, Blueprint/Loki Prime Systems,98, 1, Blueprint,Loki Prime Systems
2016-04-28 23:00:52.242651, Void Trader/Primed Reach,850, 1, Void Trader,Primed Reach
2016-04-28 23:00:52.944317, Mod/Vengeful Revenant,320, 1, Mod,Vengeful Revenant
2016-04-28 23:00:53.020841, Blueprint/Nezha Helmet Blueprint,22, 1, Blueprint,Nezha Helmet Blueprint
2016-04-28 23:00:54.445503, Mod/Tempo Royale/0,499, 1, Mod,Tempo Royale
2016-04-28 23:00:55.010075, Set/Loki Prime Set,134, 1, Set,Loki Prime Set
2016-04-28 23:00:55.160747, Set/Volt Prime Set,80, 1, Set,Volt Prime Set
2016-04-28 23:00:55.293199, Syndicate/Secura Dual Cestra,38, 1, Syndicate,Secura Dual Cestra
2016-04-28 23:00:55.707657, Blueprint/Saryn Prime Set,181, 1, Blueprint,Saryn Prime Set
2016-04-28 23:00:56.493349, Void Trader/Machete Wraith,125, 1, Void Trader,Machete Wraith
2016-04-28 23:00:58.167664, Mod/Fanged Fusillade/0,127, 1, Mod,Fanged Fusillade
2016-04-28 23:01:00.552144, Set/Ember Prime Set,998, 1, Set,Ember Prime Set
2016-04-28 23:01:03.543639, Mod/Vengeful Revenant,370, 1, Mod,Vengeful Revenant
2016-04-28 23:01:04.016640, Void Trader/Primed Flow,799, 1, Void Trader,Primed Flow
2016-04-28 23:01:04.156706, Mod/Sweeping Serration/0,167, 1, Mod,Sweeping Serration
2016-04-28 23:01:04.790851, Mod/Hammer Shot/3,20, 1, Mod,Hammer Shot
2016-04-28 23:01:05.490562, Mod/Pummel/0,145, 1, Mod,Pummel
2016-04-28 23:01:06.203715, Mod/Piercing Caliber/0,295, 1, Mod,Piercing Caliber
2016-04-28 23:01:08.274295, Mod/Vengeful Revenant,698, 1, Mod,Vengeful Revenant
2016-04-28 23:01:29.050261, Blueprint/Bo Prime Blueprint,3, 2, Blueprint,Bo Prime Blueprint
2016-04-28 23:01:47.384666, Blueprint/Boar Prime Receiver,19, 1, Blueprint,Boar Prime Receiver
2016-04-28 23:01:56.716315, Blueprint/Boltor Prime Barrel,8, 1, Blueprint,Boltor Prime Barrel
2016-04-28 23:02:08.536393, Blueprint/Boltor Prime Stock,8, 1, Blueprint,Boltor Prime Stock
2016-04-28 23:02:19.544348, Blueprint/Braton Prime Receiver,8, 1, Blueprint,Braton Prime Receiver
2016-04-28 23:03:33.966802, Blueprint/Hikou Prime Stars,15, 1, Blueprint,Hikou Prime Stars
2016-04-28 23:04:00.356623, Blueprint/Lex Prime Reciever,3, 9, Blueprint,Lex Prime Reciever
2016-04-28 23:04:16.075811, Blueprint/Paris Prime  Grip,5, 1, Blueprint,Paris Prime  Grip
2016-04-28 23:04:49.603441, Blueprint/Scindo Prime Blueprint,18, 1, Blueprint,Scindo Prime Blueprint
2016-04-28 23:04:49.606104, Blueprint/Scindo Prime Blueprint,15, 1, Blueprint,Scindo Prime Blueprint
2016-04-28 23:05:09.290576, Blueprint/Soma Prime Barrel,10, 1, Blueprint,Soma Prime Barrel
2016-04-28 23:05:09.297570, Blueprint/Soma Prime Barrel,5, 1, Blueprint,Soma Prime Barrel
2016-04-28 23:05:09.298310, Blueprint/Soma Prime Barrel,4, 1, Blueprint,Soma Prime Barrel
2016-04-28 23:05:35.702618, Blueprint/Nova Prime Helmet,3, 1, Blueprint,Nova Prime Helmet
2016-04-28 23:05:47.033503, Blueprint/Nova Prime Blueprint,8, 1, Blueprint,Nova Prime Blueprint
2016-04-28 23:06:14.898266, Blueprint/Nyx Prime Blueprint,10, 1, Blueprint,Nyx Prime Blueprint
2016-04-28 23:06:25.897859, Blueprint/Loki Prime Chassis,20, 1, Blueprint,Loki Prime Chassis
2016-04-28 23:06:33.796360, Blueprint/Rhino Prime Blueprint,150, 1, Blueprint,Rhino Prime Blueprint
2016-04-28 23:06:37.643713, Blueprint/Rhino Prime Chassis,100, 1, Blueprint,Rhino Prime Chassis
2016-04-28 23:07:23.898473, Mod/Hammer Shot/0,15, 1, Mod,Hammer Shot
2016-04-28 23:07:23.914014, Mod/Hammer Shot/0,20, 2, Mod,Hammer Shot
2016-04-28 23:07:31.576401, Mod/Seeking Force/0,6, 1, Mod,Seeking Force
2016-04-28 23:07:45.925193, Mod/Shred/0,10, 5, Mod,Shred
2016-04-28 23:07:57.796528, Mod/Shock Absorbers/0,10, 1, Mod,Shock Absorbers
2016-04-28 23:08:01.526967, Mod/Fleeting Expertise/0,35, 1, Mod,Fleeting Expertise
2016-04-28 23:08:08.838079, Mod/Narrow Minded/0,25, 3, Mod,Narrow Minded
2016-04-28 23:08:59.350462, Mod/Jolt/0,60, 1, Mod,Jolt
2016-04-28 23:09:13.932355, Mod/Frostbite/0,5, 1, Mod,Frostbite
2016-04-28 23:09:13.933147, Mod/Frostbite/0,8, 1, Mod,Frostbite
2016-04-28 23:09:17.594828, Mod/Vicious Frost/0,5, 1, Mod,Vicious Frost
2016-04-28 23:10:46.052568, Mod/Intensify/0,10, 1, Mod,Intensify
2016-04-28 23:10:53.533246, Mod/Sprint Boost/0,15, 1, Mod,Sprint Boost
2016-04-28 23:11:07.895392, Mod/Blind Rage/0,30, 1, Mod,Blind Rage
2016-04-28 23:11:29.729854, Mod/Heavy Trauma/0,15, 5, Mod,Heavy Trauma
2016-04-28 23:11:33.442533, Mod/Magnum Force/0,5, 1, Mod,Magnum Force
2016-04-28 23:11:44.324358, Mod/Overextended/0,30, 1, Mod,Overextended
2016-04-28 23:12:38.929460, Mod/Volcanic Edge/0,5, 2, Mod,Volcanic Edge
2016-04-28 23:12:46.164417, Mod/Firestorm/0,5, 1, Mod,Firestorm
2016-04-28 23:12:46.170142, Mod/Firestorm/0,15, 3, Mod,Firestorm
2016-04-28 23:12:54.423849, Mod/Berserker/0,10, 1, Mod,Berserker
2016-04-28 23:13:51.922203, Mod/Vigor/0,10, 6, Mod,Vigor
2016-04-28 23:14:14.446044, Mod/Streamline/0,10, 5, Mod,Streamline
2016-04-28 23:14:21.425671, Mod/Link Health/0,4, 1, Mod,Link Health
2016-04-28 23:14:54.201600, Mod/Fortitude/0,10, 1, Mod,Fortitude
2016-04-28 23:15:05.268579, Mod/Lethal Torrent/0,15, 3, Mod,Lethal Torrent
2016-04-28 23:15:09.150306, Mod/Barrel Diffusion/0,10, 1, Mod,Barrel Diffusion
2016-04-28 23:15:13.333637, Mod/Steel Charge/0,10, 2, Mod,Steel Charge
2016-04-28 23:15:45.665683, Mod/Energy Siphon/0,20, 5, Mod,Energy Siphon
2016-04-28 23:15:57.397757, Mod/Stunning Speed/0,8, 2, Mod,Stunning Speed
2016-04-28 23:17:18.788400, Mod/Metal Auger/0,15, 2, Mod,Metal Auger
2016-04-28 23:17:43.635541, Mod/Whirlwind/0,10, 2, Mod,Whirlwind
2016-04-28 23:17:55.689460, Mod/Heavy Caliber/0,20, 3, Mod,Heavy Caliber
2016-04-28 23:18:03.059780, Mod/Thunderbolt/0,8, 2, Mod,Thunderbolt
2016-04-28 23:18:17.820349, Mod/Coiling Viper,5, 2, Mod,Coiling Viper
2016-04-28 23:18:22.053220, Mod/Hell's Chamber/0,15, 15, Mod,Hell's Chamber
2016-04-28 23:18:22.062975, Mod/Hell's Chamber/0,2, 1, Mod,Hell's Chamber
2016-04-28 23:18:57.221668, Mod/Tainted Clip/0,6, 1, Mod,Tainted Clip
2016-04-28 23:19:19.011954, Mod/Focus Energy/0,10, 1, Mod,Focus Energy
2016-04-28 23:20:12.909145, Mod/Scorch/0,8, 1, Mod,Scorch
2016-04-28 23:20:12.910928, Mod/Scorch/0,7, 1, Mod,Scorch
2016-04-28 23:20:48.185411, Mod/Undying Will/0,10, 1, Mod,Undying Will
2016-04-28 23:20:53.110740, Mod/Pointed Wind,5, 1, Mod,Pointed Wind
2016-04-28 23:20:53.114242, Mod/Pointed Wind,10, 1, Mod,Pointed Wind
2016-04-28 23:21:14.986360, Mod/Vital Sense/0,15, 4, Mod,Vital Sense
2016-04-28 23:21:14.992935, Mod/Vital Sense/0,8, 2, Mod,Vital Sense
2016-04-28 23:21:53.122423, Mod/Cleaving Whirlwind,10, 1, Mod,Cleaving Whirlwind
2016-04-28 23:22:51.379604, Mod/Flow/0,8, 2, Mod,Flow
2016-04-28 23:22:51.385119, Mod/Flow/0,2, 1, Mod,Flow
2016-04-28 23:23:40.893613, Mod/Retribution/0,15, 2, Mod,Retribution
2016-04-28 23:24:18.320050, Mod/Constitution/0,10, 1, Mod,Constitution
2016-04-28 23:25:08.486314, Mod/Spoiled Strike/0,8, 2, Mod,Spoiled Strike
2016-04-28 23:25:33.467461, Mod/Accelerated Blast/0,3, 1, Mod,Accelerated Blast
2016-04-28 23:25:37.621950, Mod/Split Chamber/0,10, 1, Mod,Split Chamber
2016-04-28 23:25:44.679271, Mod/Decisive Judgement,5, 1, Mod,Decisive Judgement
2016-04-28 23:26:03.467666, Mod/Buzz Kill/5,150, 1, Mod,Buzz Kill
2016-04-28 23:26:03.486136, Mod/Buzz Kill/5,140, 1, Mod,Buzz Kill
2016-04-28 23:26:21.295992, Mod/Coolant Leak,8, 1, Mod,Coolant Leak
2016-04-28 23:27:11.101814, Mod/Hornet Strike/0,2, 1, Mod,Hornet Strike
2016-04-28 23:27:36.180058, Mod/Sundering Strike/0,8, 1, Mod,Sundering Strike
2016-04-28 23:28:05.379737, Mod/Toxic Barrage/0,8, 1, Mod,Toxic Barrage
2016-04-28 23:28:30.259378, Mod/Crushing Ruin,30, 1, Mod,Crushing Ruin
2016-04-28 23:28:30.261573, Mod/Crushing Ruin,10, 1, Mod,Crushing Ruin
2016-04-28 23:28:53.417158, Mod/Thermite Rounds/0,9, 1, Mod,Thermite Rounds
2016-04-28 23:28:57.105511, Syndicate/Vaykor Marelok,30, 1, Syndicate,Vaykor Marelok
2016-04-28 23:29:04.033090, Syndicate/Synoid Gammacor,30, 1, Syndicate,Synoid Gammacor
2016-04-28 23:29:10.928013, Syndicate/Rakta Ballistica,35, 1, Syndicate,Rakta Ballistica
2016-04-28 23:29:10.930092, Syndicate/Rakta Ballistica,25, 1, Syndicate,Rakta Ballistica
2016-04-28 23:32:35.419292, Fusion Core/Rare Fusion Core,1, 17, Fusion Core,Rare Fusion Core
2016-04-28 23:33:13.003591, Mod/Astral Twilight,100, 1, Mod,Astral Twilight
2016-04-28 23:33:16.641804, Mod/Creeping Bullseye/0,10, 2, Mod,Creeping Bullseye
2016-04-28 23:36:18.960677, Blueprint/Volt Prime Chassis,30, 1, Blueprint,Volt Prime Chassis
2016-04-28 23:36:40.348346, Mod/Vampire Leech/0,13, 1, Mod,Vampire Leech
2016-04-28 23:37:10.479024, Mod/Eternal War/0,13, 1, Mod,Eternal War
2016-04-28 23:37:17.702827, Mod/Chilling Globe/0,10, 1, Mod,Chilling Globe
